sample	count (>0)	mean	median	sum	p25	p75	min	max
SRX6979715	5	580.6070960559238	7.951943157574185	3483.642576335543	2.973335267614695	120.17806267707768	0.0	3308.8381215325207
SRX6979921	5	570.8776453013733	58.24989807802345	3425.26587180824	3.5293668487738117	525.1697870975432	0.0	2642.667135775786
SRX6980299	6	567.3162238087394	8.630964772474837	3403.8973428524364	0.8081427689583182	268.40037642643665	0.12930284303333092	3033.31539471891
SRX6979619	6	566.6156596739311	26.09803030080604	3399.6939580435865	6.861370738051588	631.4234043022461	0.4255113636000985	2513.4247062251816
SRX6979652	5	565.7365050681001	16.299100053077233	3394.4190304086005	5.619246187653642	297.3928537910261	0.0	2968.670763699591
SRX6980365	5	565.4989893274696	7.195033161448584	3392.993935964818	1.1481435895928591	301.8852211569491	0.0	2979.356072087497
SRX6979593	6	565.261968391863	8.104707081551217	3391.571810351178	1.5299702143744645	398.49521502504626	0.2205362471170399	2847.178084342765
SRX6980129	5	561.595827396265	10.524312876003806	3369.57496437759	0.3263352829768621	355.577255297896	0.0	2881.0044264350877
SRX6980089	6	558.5364612574915	21.640504077075466	3351.218767544949	0.30368690752652683	626.7310434920595	0.04499065296689286	2486.2734642564333
SRX6979751	6	558.0014976052465	148.03398974520687	3348.008985631479	5.127301464943729	666.9295775683682	0.4754839071045189	2254.0790100196828
SRX6979891	5	541.7335289373399	1.4779925307493813	3250.4011736240395	0.3885008937969802	139.7420823644529	0.0	3061.5897392387074
SRX6980197	5	529.0867119009665	36.46620371056562	3174.520271405799	0.705797491172238	1016.1719379152297	0.0	1770.061685916509
SRX6980083	5	519.478253784013	31.84692933882319	3116.8695227040776	0.0673296603357784	320.11887006645844	0.0	2647.4920172832544
SRX6980117	6	518.4938775956781	19.252182124380454	3110.9632655740684	0.7232718694268615	208.60475754033274	0.052601590503771736	2806.1370486047113
SRX6979510	6	514.2173597145505	31.768019091261905	3085.304158287303	2.086148719126646	882.6239036922491	0.2927928026844415	1863.0406034811015
SRX6979778	6	512.342600271228	95.84904447717018	3074.055601627368	4.115311351996189	620.3790873977363	1.4428183226122095	2112.154859002219
SRX6979813	6	512.1621051112029	10.860846342516368	3072.9726306672173	2.2811181973310237	559.8613080136022	0.5447446441387519	2308.423522618479
SRX6979584	5	511.16152781518696	10.096336706981027	3066.969166891122	1.4896234485709712	622.579844644412	0.0	2221.41476049117
